MSOA11CD,year,income,imd,oa,pop,unem,edu,mig
E02000472,2011,30243,0.097,0,6632,3.7,18.2,16.5
E02000472,2021,39600,0.082,0,9472,3.1,28.2,7.8
E02000473,2011,32329,0.08,0,8429,2.9,20.9,16.5
E02000473,2021,41400,0.074,0,10493,2.9,31.2,8
E02000474,2011,29721,0.143,0,6451,4.9,18.4,21.2
E02000474,2021,35600,0.126,0,9185,3.6,29.2,8.6
E02000475,2011,35457,0.084,0,7930,3.3,26.6,21.2
E02000475,2021,39500,0.076,0,9613,2.6,34.9,8.6
E02000476,2011,31807,0.2,0,8287,5.9,26.5,27.1
E02000476,2021,35500,0.139,0,9363,4,38.4,13.8
E02000477,2011,34414,0.06,0,9643,2.8,22.7,13.5
E02000477,2021,42200,0.05,0,9535,2.8,31.4,7.7
E02000478,2011,34936,0.043,0,7782,2.3,28.3,10.2
E02000478,2021,40400,0.046,0,5989,2.1,35.6,6.1
E02000479,2011,31807,0.131,0,6443,5.3,24.5,27
E02000479,2021,37600,0.118,0,9450,3.2,34.4,11.6
E02000480,2011,30764,0.128,0,7887,5.5,20.8,23.9
E02000480,2021,38100,0.136,0,13842,4.3,35.6,12.4
E02000481,2011,31286,0.081,0,7457,3.4,18.8,11.9
E02000481,2021,37800,0.07,0,8234,2.3,26.5,7.3
E02000482,2011,35979,0.035,0,8989,1.8,29,8.9
E02000482,2021,44000,0.031,0,6588,1.9,33.3,6.5
E02000483,2011,31286,0.123,0,9588,4.1,18.3,13.4
E02000483,2021,35900,0.099,0,8001,3.1,27.3,9.1
E02000484,2011,31807,0.079,0,8343,3.8,18.5,12.2
E02000484,2021,38600,0.062,0,8492,2.8,27.1,7.2
E02000485,2011,33371,0.091,0,9196,3.5,22.8,12.4
E02000485,2021,39700,0.072,0,8476,2.5,30.6,8.8
E02000486,2011,31807,0.075,0,8414,3.4,18.7,11.4
E02000486,2021,38700,0.068,0,7355,2.8,26.6,7.9
E02000487,2011,36500,0.03,0,9360,2.4,28.8,10
E02000487,2021,44900,0.024,0,7913,1.3,30.9,6.3
E02000488,2011,30764,0.057,0,5885,3.1,17.5,14.4
E02000488,2021,40200,0.05,0,7579,2.3,26.1,8.2
E02000489,2011,30243,0.15,0,8134,4.9,17.8,12.6
E02000489,2021,39200,0.119,0,8634,3.3,28.8,6.9
E02000490,2011,27636,0.125,0,9795,4.3,13.1,10.1
E02000490,2021,36000,0.109,0,8469,3.6,24.9,7.3
E02000491,2011,27114,0.206,0,7793,6.4,14.4,15.4
E02000491,2021,34200,0.179,1,10640,4.4,28.2,11.9
E02000492,2011,29721,0.093,0,6396,3.2,14,9.2
E02000492,2021,37200,0.088,1,6830,2.9,23.4,6.8
E02000493,2011,28157,0.168,0,7614,6.5,15.8,11.5
E02000493,2021,33800,0.151,1,6737,4.2,27.4,8
E02000494,2011,40671,0.069,0,8199,2.7,48.2,17.9
E02000494,2021,41700,0.072,0,7958,2.4,57.1,9.9
E02000495,2011,35979,0.108,0,7986,3.9,40.2,24
E02000495,2021,42800,0.09,0,10417,3.1,48.5,10
E02000496,2011,32329,0.139,0,7366,3.8,25,16.5
E02000496,2021,38600,0.121,0,7801,3.1,31.7,8
E02000497,2011,34936,0.114,0,7843,3.4,34.2,20.2
E02000497,2021,42900,0.1,0,9521,3.1,44.1,8
E02000498,2011,35457,0.103,0,7431,3,30.3,13
E02000498,2021,41100,0.087,0,6377,2.7,39.3,7.1
E02000499,2011,37021,0.065,0,7884,3,36.5,13.7
E02000499,2021,46400,0.052,0,7727,2.7,45.4,7
E02000500,2011,38064,0.048,0,7828,2.6,38.3,19.2
E02000500,2021,43900,0.049,0,8279,2.9,46.6,9.8
E02000501,2011,34936,0.078,0,8826,3.4,31.2,13.8
E02000501,2021,45100,0.065,0,8475,2.9,42.9,7.9
E02000502,2011,35979,0.084,0,6272,3,31.7,27.1
E02000502,2021,43900,0.064,0,8929,2.8,42.8,9.6
E02000503,2011,35979,0.062,0,6210,2.6,27.4,23.7
E02000503,2021,46700,0.05,0,8688,3.1,39.6,8.6
E02000504,2011,38586,0.047,0,7479,2.6,35.8,15
E02000504,2021,46500,0.04,0,7643,2.2,45.8,8.3
E02000506,2011,37021,0.048,0,9473,2.4,37.5,12.7
E02000506,2021,42500,0.051,0,7961,2.3,46.9,8.1
E02000507,2011,32329,0.1,0,7399,3.8,25.2,16.5
E02000507,2021,45000,0.078,0,8243,3.6,36.2,7.5
E02000508,2011,31286,0.121,0,8529,2.8,28.4,65.9
E02000508,2021,42100,0.091,0,11949,3.4,44.6,23.6
E02000509,2011,28679,0.203,0,6020,3.2,30.5,75.9
E02000509,2021,39300,0.122,0,10555,3.2,37.5,23.2
E02000510,2011,32850,0.117,0,7765,3.9,29.2,25.7
E02000510,2021,41800,0.094,0,9115,3.7,36.7,8.9
E02000511,2011,29721,0.129,0,7714,4.2,21.1,21.1
E02000511,2021,39100,0.101,0,9933,3.6,30.8,7.6
E02000512,2011,28157,0.215,0,8247,5.4,22.4,22.3
E02000512,2021,38200,0.16,0,8823,4.6,31.1,9.3
E02000513,2011,27114,0.264,0,7613,6.9,21.9,23.6
E02000513,2021,36200,0.187,0,9760,5.4,29.2,8
E02000514,2011,28157,0.182,0,8986,5.5,23.2,22.2
E02000514,2021,40700,0.129,0,10674,4.6,30.3,9
E02000515,2011,29721,0.181,0,7382,5,25.5,40.1
E02000515,2021,36400,0.146,0,13293,4.3,37.2,13.6
E02000516,2011,29200,0.192,0,7541,5.5,27.5,21.7
E02000516,2021,42500,0.141,1,8646,5,31.9,7.6
E02000517,2011,26071,0.24,0,7943,5.6,20.1,23.2
E02000517,2021,39600,0.184,0,10470,4.3,31,9.3
E02000518,2011,27636,0.221,0,9184,5.1,19.6,18.7
E02000518,2021,40500,0.17,0,9632,4.1,28.8,7.9
E02000519,2011,26071,0.24,0,9823,6.4,21.6,16
E02000519,2021,36000,0.192,1,9554,4.4,29,7.8
E02000520,2011,27114,0.24,0,8634,6.5,22.7,29.9
E02000520,2021,37400,0.168,1,14062,5.3,32.5,10.9
E02000521,2011,27636,0.255,0,9426,5.8,21.3,23.2
E02000521,2021,42000,0.166,0,13190,5.2,36.9,9.9
E02000522,2011,29200,0.203,0,8001,4.8,24.6,22.7
E02000522,2021,39800,0.15,0,9576,4.7,35,9.9
E02000523,2011,28679,0.181,0,8980,5.7,24.7,24.8
E02000523,2021,38700,0.122,0,11368,5.4,34.9,12
E02000524,2011,30243,0.138,0,9820,4.9,24.2,22.8
E02000524,2021,41600,0.124,0,7535,5.6,32,12.9
E02000525,2011,28157,0.208,0,10439,5.2,24.3,21.5
E02000525,2021,39000,0.136,0,10062,6.3,29.9,11.6
E02000526,2011,47971,0.071,0,8269,3.1,59.8,33.2
E02000526,2021,58400,0.055,0,8640,2.7,64.8,15.2
E02000529,2011,28157,0.208,0,8626,5.7,29,19.4
E02000529,2021,36300,0.156,1,9716,4.9,35.2,8.2
E02000530,2011,24507,0.314,0,8606,6.8,18.8,16.6
E02000530,2021,33400,0.226,1,8117,5.3,27.7,7
E02000531,2011,33893,0.165,0,8658,3.9,37.5,39
E02000531,2021,46000,0.128,0,11583,3.7,49.9,12
E02000532,2011,42236,0.123,0,11251,3.8,52.1,22.1
E02000532,2021,52900,0.097,0,8976,3.5,59.5,12.6
E02000533,2011,44321,0.127,0,9912,3,55.3,24.8
E02000533,2021,51700,0.095,0,8402,3.3,61.6,12.8
E02000534,2011,38064,0.09,0,8653,4.1,45.6,23
E02000534,2021,49200,0.071,0,8558,4,52,11.8
E02000535,2011,30243,0.165,0,9636,5.2,31.1,20.4
E02000535,2021,40400,0.115,0,10052,4.9,36.2,8.9
E02000536,2011,30243,0.175,0,6663,4.5,34.1,30.8
E02000536,2021,41900,0.132,0,10841,4.3,37.9,11.6
E02000537,2011,35457,0.079,0,8826,3.9,45.5,28.4
E02000537,2021,47900,0.076,0,9845,3.9,48.7,14.2
E02000538,2011,28157,0.186,0,8378,5,26.7,26.4
E02000538,2021,39100,0.127,0,10109,5.5,30.5,10.8
E02000539,2011,34936,0.206,0,10614,4.3,38.5,27.7
E02000539,2021,46200,0.123,0,12224,4.2,47.5,10.4
E02000540,2011,31807,0.137,0,8448,4.8,38.6,29.9
E02000540,2021,42600,0.112,0,12122,4.7,44.8,14.2
E02000541,2011,27114,0.227,0,6837,5.1,29.2,32.7
E02000541,2021,36100,0.165,0,10620,5.7,33.2,10.4
E02000542,2011,28679,0.189,0,10337,5.1,34.7,27.2
E02000542,2021,39100,0.134,0,12304,5.6,37.7,12.2
E02000543,2011,32850,0.147,0,9160,4.7,42.6,43.3
E02000543,2021,42500,0.106,0,14001,5.3,43.4,16.9
E02000544,2011,32850,0.098,0,8406,4.2,30.8,18.8
E02000544,2021,47600,0.074,0,8557,3.4,41.6,8.6
E02000545,2011,31286,0.236,0,8044,4.9,32.6,23.9
E02000545,2021,41200,0.17,0,9237,4,43.7,10.5
E02000546,2011,29200,0.168,0,9291,5.4,33.1,26
E02000546,2021,41500,0.136,0,10427,4.5,35.9,10
E02000547,2011,28157,0.19,0,9269,4.1,21.9,22.2
E02000547,2021,36500,0.125,0,11001,4.2,30.6,9.7
E02000548,2011,27636,0.213,0,8620,5.3,18.8,23
E02000548,2021,35700,0.163,0,10576,4.5,29,9.5
E02000549,2011,28157,0.168,0,8680,4.5,21.4,27.8
E02000549,2021,39800,0.132,0,12535,4.4,32.6,10.4
E02000550,2011,28679,0.223,0,10752,5.3,26,21.6
E02000550,2021,36500,0.158,0,10713,5,35.3,10
E02000551,2011,25550,0.282,0,9246,6,18.7,18.3
E02000551,2021,34200,0.213,0,9752,4.9,28.3,7.9
E02000552,2011,31286,0.117,0,8875,4,23.1,23.2
E02000552,2021,41200,0.108,0,9258,4.4,33.6,10.1
E02000553,2011,29200,0.18,0,9396,4.6,21.4,11.9
E02000553,2021,38100,0.126,0,7115,4.2,32.2,7.4
E02000554,2011,29721,0.341,0,11713,7,40.1,22
E02000554,2021,40600,0.254,0,9356,4.9,48.8,13.6
E02000555,2011,34414,0.262,0,8199,5.8,46,34.2
E02000555,2021,44500,0.189,0,9571,4.8,55.5,15.8
E02000556,2011,33893,0.241,0,8181,5.8,48.4,43.2
E02000556,2021,44000,0.194,0,11396,4.4,58.8,22.2
E02000557,2011,33371,0.27,0,9750,6.5,45.1,25.2
E02000557,2021,46300,0.214,0,8782,4.4,55.9,16.3
E02000558,2011,26071,0.403,0,9360,8.6,30.1,25.3
E02000558,2021,35300,0.283,0,9434,6.6,43,16.5
E02000559,2011,40671,0.214,0,9103,3.7,61,37.2
E02000559,2021,53900,0.126,0,9582,3.6,65.6,17.9
E02000560,2011,34414,0.199,0,11017,5.1,50.3,30.4
E02000560,2021,45200,0.144,0,7354,4.8,59.3,21.9
E02000561,2011,41714,0.144,0,10403,3.7,58.5,28.2
E02000561,2021,53400,0.096,0,7387,3.5,66.4,16.7
E02000562,2011,37543,0.244,0,8614,5.7,51.6,29.8
E02000562,2021,49700,0.167,0,7865,4.4,59.1,14.3
E02000563,2011,29721,0.299,0,8266,6.3,38.4,37.8
E02000563,2021,42600,0.235,0,8682,5.4,48,17.2
E02000564,2011,36500,0.274,0,6605,4.8,54.1,65.3
E02000564,2021,47500,0.176,0,12420,4.2,63,22.7
E02000565,2011,33371,0.31,0,9182,6,45.4,28
E02000565,2021,42300,0.206,1,8542,6.1,54.7,15.2
E02000566,2011,43800,0.189,0,9408,4,60.6,29.8
E02000566,2021,55400,0.122,0,8556,3.3,67,19.3
E02000567,2011,36500,0.258,0,10008,5.2,51.9,34.7
E02000567,2021,48700,0.174,0,10438,4.2,58.8,17
E02000568,2011,28679,0.34,1,8124,6.1,31.8,46.9
E02000568,2021,39300,0.209,1,11342,5.4,45.7,20.5
E02000569,2011,37543,0.283,0,8870,5.8,47.8,33.6
E02000569,2021,47800,0.2,0,9939,4.3,56.2,15.5
E02000570,2011,46929,0.147,0,8778,4.1,62.9,37.3
E02000570,2021,53600,0.102,0,8283,3.9,67.8,18.6
E02000571,2011,34936,0.299,0,7076,6.5,43.8,32.8
E02000571,2021,46600,0.211,1,8922,4.2,54.3,16
E02000572,2011,27114,0.354,1,7746,6.6,31.5,35.3
E02000572,2021,38900,0.253,1,8603,5.7,42.8,13.6
E02000573,2011,45886,0.176,0,7934,4.1,62.7,44.2
E02000573,2021,56200,0.124,1,10313,3.1,65.9,23.6
E02000574,2011,37021,0.222,0,8486,4.4,50.5,47.2
E02000574,2021,45400,0.148,0,7833,3.9,56.8,24.7
E02000575,2011,36500,0.202,0,10488,3.7,50.2,56.7
E02000575,2021,47100,0.129,0,11313,4,57.4,25.4
E02000576,2011,32329,0.272,0,8187,6.4,39.7,41.3
E02000576,2021,43800,0.188,1,10673,5,51.4,20.5
E02000577,2011,26071,0.353,0,8164,8.7,27.6,16.7
E02000577,2021,33500,0.339,1,7711,6.1,41.1,9.6
E02000578,2011,27114,0.325,0,10358,8.4,26.9,10.2
E02000578,2021,34400,0.312,1,6004,5.3,35.3,7
E02000579,2011,34414,0.24,0,9625,5.4,45.8,22.5
E02000579,2021,44500,0.194,1,8993,4.5,52,12.2
E02000580,2011,33893,0.241,0,10022,6.9,45.9,25.4
E02000580,2021,43800,0.214,0,7894,5.8,50.1,13
E02000581,2011,28157,0.318,0,8615,7.7,30.5,16.8
E02000581,2021,34600,0.303,0,7392,6.9,39.3,9
E02000582,2011,48493,0.072,0,8031,3.3,60.8,38.1
E02000582,2021,53400,0.072,0,6543,3.3,68.8,21.5
E02000583,2011,47450,0.081,0,8571,3.9,61.4,29.2
E02000583,2021,57100,0.073,0,6428,3.3,67.3,17.6
E02000584,2011,51100,0.045,0,8674,2.7,62.4,31.8
E02000584,2021,59100,0.039,0,7175,3.9,71.3,19.6
E02000585,2011,43800,0.1,0,8501,3.9,59,32
E02000585,2021,51100,0.084,0,8088,4.5,63.8,16.8
E02000586,2011,50579,0.024,0,11889,2.6,61,26.9
E02000586,2021,62000,0.024,0,6474,2.2,67.6,20.1
E02000587,2011,46929,0.056,0,9388,2.5,62.3,28.4
E02000587,2021,58800,0.041,0,6496,2.9,70.5,19.1
E02000588,2011,54750,0.02,0,7199,2.1,59.5,42.6
E02000588,2021,59400,0.016,0,5983,2.2,66.5,21.5
E02000589,2011,43279,0.075,0,5798,4,58.3,64.4
E02000589,2021,50600,0.068,0,7250,3.6,64.8,25.4
E02000590,2011,38064,0.113,0,8616,4.3,49.4,28.4
E02000590,2021,49100,0.113,0,5974,4.4,56.8,18.6
E02000591,2011,35979,0.171,0,8655,5.4,51.5,26.2
E02000591,2021,46700,0.17,1,6212,4,60,21.8
E02000592,2011,52143,0.031,0,7298,2.3,65.2,40
E02000592,2021,63700,0.024,0,5764,2.7,72.3,24
E02000593,2011,42757,0.118,0,7659,4.2,58,39.1
E02000593,2021,58800,0.099,1,7393,3.2,63.9,21.7
E02000594,2011,45886,0.056,0,7303,2.9,56.1,31.5
E02000594,2021,52600,0.057,0,6482,2.6,64.1,14.3
E02000595,2011,44843,0.065,0,8178,2.9,55.9,29.6
E02000595,2021,52800,0.074,0,6164,3,63.6,18.6
E02000596,2011,48493,0.059,0,8384,2.5,56.6,41.4
E02000596,2021,61700,0.045,0,6617,3.4,64.7,22.3
E02000597,2011,32329,0.198,0,7769,6.2,38.9,22.7
E02000597,2021,43000,0.216,0,6336,4.9,50.7,11.1
E02000598,2011,41714,0.063,0,7523,2.7,49.8,18.1
E02000598,2021,52600,0.052,0,8093,2.8,58.8,8.2
E02000599,2011,38064,0.051,0,8159,2,46.4,27.7
E02000599,2021,51800,0.04,0,7008,2.4,59.6,10.4
E02000600,2011,40150,0.085,0,8444,3.4,49.9,33.6
E02000600,2021,45900,0.08,0,8360,2.6,61.1,14.3
E02000601,2011,42236,0.09,0,7015,3.1,54.6,45.6
E02000601,2021,51900,0.064,0,11904,3.5,64.1,13.7
E02000602,2011,32329,0.184,0,6769,4.1,38.7,48.6
E02000602,2021,40100,0.145,0,10313,3.7,48.8,17.1
E02000603,2011,30764,0.156,0,6761,5.2,32.9,28.3
E02000603,2021,45400,0.122,0,8636,4.1,43.7,10.2
E02000604,2011,38064,0.07,0,7624,3.3,45,27.3
E02000604,2021,45300,0.08,0,9242,3.2,55.6,11
E02000605,2011,36500,0.077,0,7252,3.1,43.5,24.7
E02000605,2021,46200,0.083,0,8489,2.8,53.4,9.4
E02000606,2011,43279,0.059,0,7331,2.7,52,64.4
E02000606,2021,46500,0.054,0,10561,2.5,61.7,21.2
E02000607,2011,39107,0.059,0,7782,2.5,43.4,37.5
E02000607,2021,46200,0.051,0,6793,2.7,55.2,15.6
E02000608,2011,42236,0.07,0,7130,3.4,51.1,53
E02000608,2021,42900,0.073,0,7199,3.2,60.2,21.4
E02000609,2011,32329,0.115,0,7837,3.3,35.4,16.2
E02000609,2021,41800,0.101,0,7627,3.2,45.7,8
E02000610,2011,41193,0.095,0,7270,3.2,50.5,42.7
E02000610,2021,39500,0.098,0,7954,3.3,57.4,15.5
E02000611,2011,35457,0.037,0,8225,2.9,39.7,14.1
E02000611,2021,48900,0.038,0,7440,2.4,50.2,6.1
E02000612,2011,37021,0.061,0,10409,2.7,36.5,13.9
E02000612,2021,43600,0.069,0,8252,2.6,46.8,7.9
E02000613,2011,37543,0.098,0,9390,3.2,46.5,20.9
E02000613,2021,46700,0.08,0,8093,3.2,53.8,10.1
E02000614,2011,30764,0.103,0,7860,3.7,27.5,21.9
E02000614,2021,45100,0.099,0,9294,3.4,40.5,9.4
E02000615,2011,32850,0.08,0,8586,3,26.3,14.6
E02000615,2021,43200,0.067,0,7881,2.9,35.4,8.2
E02000616,2011,33893,0.073,0,7863,2.9,23.5,11.6
E02000616,2021,43100,0.059,0,6061,2.3,33.9,8.1
E02000617,2011,31807,0.123,0,10107,3.7,24.2,13.1
E02000617,2021,40300,0.117,0,8863,2.9,32.6,7
E02000619,2011,32329,0.252,0,6829,6.6,40.5,34.1
E02000619,2021,39800,0.188,1,9099,6,50.6,12.2
E02000620,2011,38064,0.237,0,6993,5.4,50.4,44.5
E02000620,2021,42300,0.164,1,9846,4.5,57.2,17.7
E02000621,2011,38586,0.163,0,7437,5.2,51.6,57.4
E02000621,2021,44000,0.139,1,12520,4.2,61.8,26.7
E02000622,2011,35979,0.215,0,7629,5.2,52.3,39.7
E02000622,2021,41800,0.135,0,8406,4.6,59.6,20
E02000623,2011,30243,0.25,0,7313,7.1,35.6,28.8
E02000623,2021,37000,0.192,1,7859,5.6,45.9,13.9
E02000624,2011,31286,0.278,0,8028,7.3,42.7,32.3
E02000624,2021,40400,0.205,0,9631,6.1,57.3,17.5
E02000625,2011,28157,0.266,0,7841,7.3,35.2,32.9
E02000625,2021,38400,0.213,1,9304,5.6,49.1,15.3
E02000626,2011,25550,0.302,0,8404,9.4,29.9,26.7
E02000626,2021,33500,0.242,0,8362,6.5,43,10.1
E02000627,2011,35457,0.221,0,7471,6.5,49.6,56.4
E02000627,2021,41900,0.171,0,9553,4.2,56.3,19.8
E02000628,2011,26593,0.299,0,6031,7.7,30.7,42
E02000628,2021,33600,0.237,0,10785,5.8,45.5,16.6
E02000629,2011,42236,0.169,0,8537,4.4,59.7,45.8
E02000629,2021,46500,0.119,1,9117,3.4,66,24.5
E02000630,2011,44843,0.153,0,8054,4.5,62.6,37.1
E02000630,2021,47800,0.109,1,7538,3.3,66.9,22.2
E02000631,2011,38586,0.164,0,9370,4.9,51.6,31.9
E02000631,2021,47100,0.126,0,9525,4.4,60.9,14.9
E02000632,2011,46407,0.132,0,10429,3.9,65.5,50.1
E02000632,2021,49300,0.113,0,9586,3.4,71.4,29.5
E02000633,2011,32850,0.281,0,8094,7,46.4,35.8
E02000633,2021,38500,0.187,0,9160,4.8,56,16.9
E02000634,2011,37543,0.219,0,7990,5.3,51.4,33.5
E02000634,2021,41200,0.184,0,6774,4.1,58.7,21.4
E02000635,2011,37021,0.213,0,7976,6.6,53,38.8
E02000635,2021,43900,0.165,0,9812,4.4,63,16.2
E02000636,2011,53707,0.094,0,8361,2.8,69.2,39.2
E02000636,2021,57700,0.073,0,7714,2.8,74,22.9
E02000637,2011,40671,0.178,0,8301,4.9,57.4,42.4
E02000637,2021,45100,0.105,0,8402,3.9,68,21.9
E02000638,2011,32329,0.249,0,9571,6.5,42.5,37.2
E02000638,2021,39400,0.158,0,10254,4.7,52,19.7
E02000639,2011,28157,0.258,0,9731,7.9,33.9,24.6
E02000639,2021,35600,0.187,0,8321,6,47.4,15.7
E02000640,2011,46407,0.137,0,9033,4.5,58.7,39.2
E02000640,2021,48100,0.104,0,9293,3.4,68.6,19.5
E02000641,2011,27114,0.333,0,7266,8.4,31.1,30.3
E02000641,2021,36900,0.242,0,8630,5.7,42,10.5
E02000642,2011,36500,0.179,0,8832,6,48.6,30.4
E02000642,2021,43600,0.149,0,9809,3.7,57.2,12.9
E02000643,2011,37021,0.193,0,9516,5.4,47.9,32.1
E02000643,2021,46500,0.129,0,9378,4.3,59.1,16.7
E02000644,2011,35979,0.178,0,8642,5.9,45.9,31.3
E02000644,2021,44500,0.12,0,8521,4.2,57.9,14.6
E02000645,2011,36500,0.181,0,6846,5.8,48.7,42.9
E02000645,2021,44200,0.137,0,9533,4.4,57.3,13.3
E02000646,2011,37021,0.149,0,9157,4.5,47.7,36.8
E02000646,2021,45300,0.105,0,9499,3.8,58.3,16.1
E02000647,2011,35979,0.169,0,7639,6.1,41.4,28
E02000647,2021,44700,0.118,0,8592,4.3,54.2,11.8
E02000648,2011,28679,0.321,0,8687,9.1,28.8,19.5
E02000648,2021,37000,0.236,0,7825,5.6,41.4,8.8
E02000649,2011,34414,0.19,0,9898,6,44.6,41.9
E02000649,2021,44300,0.129,0,12477,4.7,54.6,16.9
E02000650,2011,32850,0.233,0,8119,7.4,40,22.7
E02000650,2021,39900,0.205,0,7665,5.2,51.1,12.2
E02000651,2011,33371,0.181,0,9123,6.1,41.3,26.3
E02000651,2021,42800,0.122,0,8738,4.4,50.2,13.5
E02000652,2011,29200,0.222,0,8779,6.1,29.2,19.3
E02000652,2021,48800,0.146,0,7559,4.5,41,11.6
E02000653,2011,30243,0.289,0,9628,7.4,38.4,25.6
E02000653,2021,39900,0.189,1,12606,4.9,53.4,16.2
E02000654,2011,25029,0.325,0,8369,8.7,28.2,23.8
E02000654,2021,32500,0.247,0,8789,6.5,45,11.4
E02000655,2011,28679,0.22,0,8620,7.1,36,33.5
E02000655,2021,37300,0.18,0,10281,6.2,47.1,16.1
E02000657,2011,31286,0.201,0,9020,5.2,42.7,41.8
E02000657,2021,38000,0.143,0,9906,4.8,51.9,19.2
E02000658,2011,32329,0.201,0,9121,5.8,45,30
E02000658,2021,40500,0.147,0,8620,5.4,55.3,14.7
E02000659,2011,38064,0.194,0,8483,6.5,49.2,24
E02000659,2021,45900,0.136,0,8063,4.4,60.1,12.2
E02000660,2011,38064,0.178,0,7791,5.5,52.6,38.5
E02000660,2021,41700,0.128,0,8204,4.4,62.7,17.2
E02000661,2011,44321,0.128,0,11181,3.9,57.7,18.2
E02000661,2021,46900,0.099,0,6491,5.1,59.7,13.9
E02000662,2011,30764,0.224,0,7424,6.1,42.3,30.5
E02000662,2021,39000,0.169,0,8295,4.8,53.7,10.5
E02000663,2011,36500,0.154,0,8591,5.4,47,23.5
E02000663,2021,44900,0.127,0,6796,4.6,59.1,12.4
E02000665,2011,38586,0.167,0,7363,5.3,47.4,26.8
E02000665,2021,42900,0.128,0,8155,4.4,55.1,10.8
E02000666,2011,35979,0.163,0,8544,5.2,41.9,21.9
E02000666,2021,42200,0.146,0,7189,4.1,56,11
E02000667,2011,37021,0.13,0,8059,5,45.7,21.3
E02000667,2021,48000,0.092,0,6687,3.5,58,11
E02000668,2011,39107,0.146,0,8208,4.1,44.6,18.8
E02000668,2021,45200,0.104,0,6861,4.3,55.2,9.8
E02000669,2011,35979,0.16,0,9078,6,44.3,25.7
E02000669,2021,42900,0.137,0,7972,5.2,53.5,12.9
E02000670,2011,30764,0.217,0,8314,7.2,31.5,22
E02000670,2021,36000,0.204,0,6706,4.6,44.9,10.5
E02000671,2011,37021,0.162,0,7697,5.6,44.6,30
E02000671,2021,43400,0.135,0,8740,4.3,58.1,12.4
E02000672,2011,29200,0.2,0,8078,7.3,33.9,28.5
E02000672,2021,37700,0.177,0,10272,5.2,49.1,10.1
E02000673,2011,42236,0.129,0,6342,4.7,50.8,32.5
E02000673,2021,45900,0.094,0,8139,4.4,64,12.6
E02000674,2011,32850,0.165,0,8100,5.9,34.2,20
E02000674,2021,44000,0.135,0,8454,4.9,46.5,8.4
E02000675,2011,34414,0.163,0,7194,5.1,33.4,22.1
E02000675,2021,42400,0.124,0,8527,4.1,44.5,9.6
E02000676,2011,35979,0.17,0,9928,5,44.1,19.4
E02000676,2021,45000,0.13,0,7816,3.9,57.5,10.4
E02000677,2011,32329,0.145,0,7916,5.7,34.2,18.6
E02000677,2021,42500,0.129,0,7211,4.6,44.8,8.6
E02000678,2011,28679,0.25,0,7321,6.5,23.5,14.8
E02000678,2021,35500,0.191,0,6961,5,35.5,8.1
E02000679,2011,33893,0.229,0,6534,6.1,39,29.5
E02000679,2021,40300,0.171,0,8134,5.1,50.8,9.2
E02000680,2011,33893,0.245,0,6657,6.4,41.3,29.6
E02000680,2021,40500,0.173,0,7035,5,52.4,9.7
E02000681,2011,28679,0.256,0,7518,6.4,25.1,18.3
E02000681,2021,36900,0.209,0,8473,4.5,38.2,6.5
E02000682,2011,27636,0.267,0,6539,7,22.1,22.4
E02000682,2021,36700,0.21,0,8932,5.5,33.4,7
E02000683,2011,28157,0.264,0,8403,6.7,23.7,15.9
E02000683,2021,35700,0.208,0,6768,5.5,35.7,8.6
E02000685,2011,32329,0.243,0,8377,6.7,36.2,21.8
E02000685,2021,38800,0.176,0,8131,4.4,48.3,9.7
E02000686,2011,26593,0.325,0,8007,8.2,21.4,15.9
E02000686,2021,33200,0.251,0,7536,5.7,35.2,7.7
E02000687,2011,33371,0.209,0,8015,5.5,36.9,25
E02000687,2021,40100,0.165,0,8267,4.7,50.3,9.7
E02000689,2011,46929,0.058,0,8204,2.5,60.4,30.2
E02000689,2021,54700,0.062,0,9054,2.7,66.5,15.3
E02000690,2011,49536,0.037,0,7713,2,60.6,17.8
E02000690,2021,50900,0.043,0,5524,2.2,66.4,11.7
E02000691,2011,46929,0.07,0,7199,2.7,60.6,36.7
E02000691,2021,55400,0.059,0,7355,3.1,66,16.6
E02000692,2011,53707,0.047,0,6087,2.5,66.9,44.6
E02000692,2021,55600,0.038,0,7655,2.3,72.7,17.1
E02000693,2011,40150,0.093,0,7905,3.4,49,42.2
E02000693,2021,45600,0.075,0,9854,3.7,59.3,19.7
E02000694,2011,45886,0.088,0,6847,2.8,58.2,43.1
E02000694,2021,51700,0.081,0,9103,3.1,65.2,16.9
E02000695,2011,30764,0.115,0,8094,4.6,31.5,25.2
E02000695,2021,49900,0.097,0,8641,3.6,44.7,11.9
E02000696,2011,31286,0.161,0,8162,5.5,34.1,29
E02000696,2021,42700,0.124,0,8627,4.7,46,12.6
E02000697,2011,53707,0.044,0,6444,2.8,64.1,49.1
E02000697,2021,52600,0.04,0,8728,3,69.5,19
E02000698,2011,46929,0.044,0,7679,2.3,58.8,23.9
E02000698,2021,53400,0.037,0,8235,2.1,65.8,12.3
E02000699,2011,47450,0.047,0,6681,2.9,58.1,33.7
E02000699,2021,55300,0.04,0,8214,3,66.3,14.3
E02000700,2011,29721,0.217,0,7926,5.9,30.3,26.3
E02000700,2021,38800,0.179,0,8661,4.8,39.9,8.7
E02000701,2011,28157,0.172,0,8258,5,26.6,21.1
E02000701,2021,45000,0.134,0,9009,4.3,36.3,8.5
E02000702,2011,29200,0.194,0,5656,6.7,25,25.4
