MSOA11CD,year,income,imd,oa,pop,unem,edu,mig
E02000939,2011,53186,0.064,0,9479,2.3,65.8,29.4
E02000939,2021,56700,0.049,0,7819,2.1,73.1,14.1
E02000940,2011,35979,0.202,0,11001,4,47.9,24.5
E02000940,2021,45800,0.157,0,9324,3.5,60.6,18.6
E02000941,2011,43279,0.089,0,10523,3.1,57.5,35.3
E02000941,2021,53200,0.08,0,10174,2.9,66.1,17.2
E02000942,2011,47450,0.064,0,7474,2.4,60.4,42.5
E02000942,2021,58200,0.055,0,9686,2.8,69.1,15.8
E02000943,2011,51100,0.098,0,11131,3.6,66.5,31.7
E02000943,2021,52300,0.073,0,8721,2.3,73.7,24.1
E02000944,2011,33893,0.25,0,7848,4.2,38.6,27.7
E02000944,2021,41300,0.185,0,7638,4.4,48.8,14.1
E02000945,2011,26593,0.26,0,8936,4.7,27,32.4
E02000945,2021,37100,0.185,0,7842,4.5,38.3,14.3
E02000946,2011,39629,0.153,0,6790,4.1,45.8,47.9
E02000946,2021,47700,0.117,0,8435,4.5,57.5,21.6
E02000947,2011,50057,0.078,0,8458,2.6,62.2,36.5
E02000947,2021,53200,0.058,0,9341,3,69.6,17.2
E02000948,2011,47450,0.119,0,7277,3.1,66.3,61.7
E02000948,2021,48500,0.085,0,10027,2.9,72.1,22.9
E02000949,2011,47450,0.07,0,9676,2.3,65.1,39.4
E02000949,2021,55500,0.05,0,10003,2.4,74.2,19.4
E02000950,2011,41193,0.112,0,8474,4.3,49.6,29.5
E02000950,2021,49600,0.106,0,7585,4.5,55.8,15.6
E02000951,2011,43800,0.132,0,10296,4.1,58.7,28
E02000951,2021,47900,0.102,0,6431,3.7,66.7,21.9
E02000952,2011,42236,0.13,0,8781,4.2,57.8,28.1
E02000952,2021,46500,0.112,0,6145,3.2,67.5,19.7
E02000953,2011,44843,0.107,0,9105,2.8,55.4,35.1
E02000953,2021,46500,0.068,0,7505,2.5,64.7,22.4
E02000954,2011,38064,0.151,0,6850,4.4,50,31.5
E02000954,2021,48000,0.11,0,6100,3.1,61.9,18.6
E02000955,2011,31286,0.267,0,8330,5.1,38.3,26.8
E02000955,2021,42600,0.177,0,6889,3.2,55.9,16.6
E02000956,2011,31286,0.231,0,7724,5.3,41.1,41.4
E02000956,2021,41300,0.159,0,7420,3.6,54.9,20.4
E02000957,2011,33893,0.186,0,9546,4.3,45.1,37.8
E02000957,2021,42700,0.126,0,10861,3.2,57.6,19.7
E02000958,2011,34414,0.165,0,7968,4.4,42.5,27.2
E02000958,2021,46100,0.107,0,8276,3.9,51.8,12.4
E02000959,2011,32329,0.239,0,7835,6.6,39.3,25.3
E02000959,2021,40600,0.162,0,7866,4.4,50.4,14.6
E02000960,2011,42757,0.069,0,9941,3.4,51.5,22.2
E02000960,2021,52400,0.068,0,6155,2.9,64.4,19.1
E02000961,2011,38586,0.154,0,9665,4.3,49.5,30.7
E02000961,2021,62200,0.123,0,9814,4.5,57.3,22.4
E02000962,2011,36500,0.116,0,8402,3.6,52,34.8
E02000962,2021,51500,0.126,0,7703,3.2,62.7,20.9
E02000963,2011,27114,0.406,0,7206,7.3,28.6,32.6
E02000963,2021,41000,0.256,0,10522,6.1,39.6,9.3
E02000964,2011,30243,0.345,0,7620,7.3,38.2,48.8
E02000964,2021,42200,0.238,0,12142,5.2,47.9,13.4
E02000965,2011,44321,0.131,0,8795,4.5,58.1,38
E02000965,2021,59100,0.107,0,7876,4.3,68.4,21.4
E02000966,2011,46407,0.088,0,8675,3.2,61.7,38.3
E02000966,2021,60200,0.083,0,9252,3.5,65.7,18.3
E02000967,2011,48493,0.048,0,9877,2.9,61.3,33.2
E02000967,2021,56500,0.041,0,6056,2.4,69.5,28.7
E02000968,2011,25029,0.425,0,9805,7.7,27.1,32.6
E02000968,2021,34300,0.316,0,14478,5,37.4,12.1
E02000969,2011,26593,0.344,0,7578,6.9,30.7,34.6
E02000969,2021,36300,0.298,1,9607,5.4,41.6,12
E02000970,2011,51621,0.033,0,6650,2.4,61.8,52.9
E02000970,2021,63100,0.029,0,6837,2.4,67.6,22.8
E02000971,2011,43279,0.063,0,6257,3.4,56.5,61.2
E02000971,2021,53600,0.071,0,7473,3.4,67.9,28.6
E02000972,2011,40671,0.099,1,7084,4.2,53.9,49.3
E02000972,2021,51100,0.099,1,7879,3,61.6,23.8
E02000973,2011,42236,0.144,0,6429,4,58.8,55.2
E02000973,2021,49300,0.109,1,9955,5.1,63.8,19.1
E02000974,2011,37021,0.08,0,6714,4.7,49.6,54.9
E02000974,2021,50600,0.098,1,8705,2.8,60.2,28.4
E02000975,2011,47971,0.08,0,7705,3.7,65,52.7
E02000975,2021,53700,0.057,1,7417,3.3,68.7,28.3
E02000976,2011,40671,0.114,0,10589,4.7,59.1,43.9
E02000976,2021,50000,0.1,0,8432,4.4,65.7,26.6
E02000977,2011,42236,0.077,1,8271,3.4,50.9,44.9
E02000977,2021,49900,0.107,1,6388,3,59.5,27.3
E02000978,2011,46929,0.012,0,7233,1.5,47.8,69.9
E02000978,2021,55600,0.01,0,7129,1.4,56.1,26.6
E02000979,2011,40671,0.13,1,6620,4.6,52.8,50.7
E02000979,2021,50300,0.13,1,8085,3.5,60.8,20.3
E02000980,2011,37021,0.166,0,9442,5.1,50.2,30.1
E02000980,2021,44800,0.173,0,8724,4.7,56.8,16.1
E02000981,2011,44843,0.095,1,8624,4,62.2,41.2
E02000981,2021,55400,0.104,1,8271,3,64.8,22.3
E02000982,2011,34936,0.163,1,10363,5,43.7,24.3
E02000982,2021,41800,0.185,1,7638,5.1,51.4,14.1
E02000983,2011,38064,0.151,0,12549,4.4,46.6,21.7
E02000983,2021,48600,0.156,0,7695,4.4,52.8,15.5
E02006782,2011,31286,0.151,0,5003,4.7,28.1,23.9
E02006782,2021,37200,0.127,0,8126,3.1,40,7.4
E02006783,2011,26593,0.294,0,5712,7.6,19,21.7
E02006783,2021,31900,0.233,0,7771,5.5,32,7.8
E02006784,2011,27114,0.27,0,7909,7.4,21.2,16.2
E02006784,2021,33700,0.206,0,7968,4.9,31.6,6.7
E02006785,2011,29200,0.113,0,6119,5,18,13.7
E02006785,2021,36700,0.109,0,6624,3.7,29.3,6.3
E02006786,2011,28157,0.236,0,7792,7.6,24.4,18.4
E02006786,2021,34000,0.165,0,7557,4.7,35.7,8.3
E02006787,2011,37021,0.048,0,7344,3.6,35.7,16.8
E02006787,2021,39800,0.069,0,7896,2.7,45.9,8.1
E02006788,2011,28157,0.193,0,9744,6.3,24.8,13
E02006788,2021,37100,0.182,0,7611,4.6,38.6,7.8
E02006789,2011,32850,0.075,0,7333,3,25.5,14.2
E02006789,2021,36300,0.075,0,6782,1.9,27.7,7.1
E02006791,2011,44321,0.137,0,9402,3.8,55,26.8
E02006791,2021,41600,0.113,0,7566,3.8,64.9,15.9
E02006792,2011,47450,0.097,0,7765,3.3,56,41.8
E02006792,2021,41900,0.082,0,8999,3.6,62.5,18.3
E02006793,2011,25029,0.415,0,6166,8,20,32.3
E02006793,2021,36400,0.254,1,9645,6.1,28.3,8.7
E02006794,2011,23986,0.416,0,7699,9.4,21.4,24.2
E02006794,2021,34400,0.271,1,8286,6.1,30.8,8.5
E02006795,2011,33371,0.129,0,5481,4.1,35.6,27.5
E02006795,2021,44600,0.09,0,8269,3.6,43.2,9.4
E02006796,2011,32329,0.122,0,7289,4.5,26.6,22.7
E02006796,2021,39900,0.086,0,9695,3.5,38.9,9.8
E02006798,2011,26593,0.251,0,5669,8.2,33.4,45.6
E02006798,2021,31600,0.228,0,8888,5.5,50.7,13.4
E02006799,2011,26593,0.288,0,6267,7.7,19.3,30.3
E02006799,2021,33400,0.207,0,12041,4.5,30.9,7.1
E02006800,2011,28679,0.222,0,6716,6.5,31.4,44.8
E02006800,2021,38300,0.153,0,14681,4.6,37.7,10.3
E02006801,2011,38586,0.14,0,13490,4.4,49,27.3
E02006801,2021,36500,0.109,1,8567,3.7,54.7,29.2
E02006802,2011,31807,0.197,0,5697,6,40,61.2
E02006802,2021,37000,0.175,1,9276,3.9,54.7,20.8
E02006836,2011,39107,0.043,0,6411,2.3,44.4,24.3
E02006836,2021,38800,0.032,0,8722,2.2,51.6,8.8
E02006853,2011,31807,0.35,0,6560,6.8,52,44.3
E02006853,2021,40800,0.178,1,11015,4.4,61,24.1
E02006854,2011,38064,0.03,0,7015,4.1,64.3,41.6
E02006854,2021,43900,0.083,1,7076,3.6,67.8,32.5
E02006882,2011,31807,0.133,0,7166,4.3,33.4,36.2
E02006882,2021,47000,0.087,1,14394,3.1,40.6,6.8
E02006918,2011,27114,0.34,0,8230,9.1,33.6,24.7
E02006918,2021,35300,0.244,1,8398,6,46,10.8
E02006921,2011,25550,0.379,0,6100,8.1,23.2,25.2
E02006921,2021,32900,0.243,1,7926,4.5,32.7,8.3
E02006924,2011,31286,0.159,0,10032,5.3,37.2,22.9
E02006924,2021,40800,0.125,1,13602,3.7,44.4,8.7
E02006925,2011,34414,0.12,0,9594,4.4,34,20.6
E02006925,2021,43200,0.081,0,14420,3.5,44.1,7
E02006927,2011,33371,0.133,0,8220,5.3,37.1,27.4
E02006927,2021,37800,0.138,0,12367,3.8,52.8,11.9
E02006928,2011,31807,0.32,0,8283,5.8,43,42.9
E02006928,2021,38500,0.143,0,12093,3.7,60.7,23.6
E02006930,2011,41193,0.137,0,9184,4.1,52.9,26.8
E02006930,2021,40000,0.115,1,9846,4,65,18.8
E02006931,2011,37543,0.156,0,6980,4.1,55.4,45.9
E02006931,2021,37100,0.113,0,9462,3.4,61.8,15.7
